,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1358,1477795,169478,RedFarm Broadway,Chinese,15.96,Weekday,4,35,33.0
1359,1477903,47440,Bareburger,American,16.25,Weekend,Not given,32,28.0
1360,1478439,48444,TAO,Japanese,8.54,Weekend,4,26,23.0
1361,1476731,94480,TAO,Japanese,29.1,Weekend,Not given,28,23.0
1362,1476827,148649,Blue Ribbon Sushi,Japanese,6.74,Weekend,Not given,31,27.0
1363,1476777,69749,Blue Ribbon Sushi,Japanese,31.38,Weekend,Not given,26,27.0
1364,1478027,41907,Parm,Italian,22.75,Weekday,Not given,30,27.0
1365,1476811,47386,Barbounia,Mediterranean,16.93,Weekend,5,30,18.0
1366,1477184,108659,Rubirosa,Italian,32.98,Weekend,Not given,33,30.0
1367,1477119,47594,Shake Shack,American,5.82,Weekday,Not given,29,29.0
1368,1478021,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.26,Weekday,Not given,20,26.0
1369,1476990,301032,Mission Cantina,Mexican,15.57,Weekend,5,21,28.0
1370,1478329,116992,Tres Carnes,Mexican,33.32,Weekday,4,21,33.0
1371,1478385,250494,Blue Ribbon Fried Chicken,American,21.34,Weekend,5,28,21.0
1372,1477300,232359,The Meatball Shop,American,31.43,Weekend,4,20,21.0
1373,1477275,58088,Sushi of Gari 46,Japanese,9.22,Weekend,4,32,28.0
1374,1477994,127130,Momoya,Japanese,9.55,Weekend,5,30,26.0
1375,1477123,270525,The Smile,American,8.59,Weekend,4,32,29.0
1376,1476758,120504,Schnipper's Quality Kitchen,American,14.02,Weekend,5,20,16.0
1377,1477940,42274,Joe's Shanghai _Àü£¾÷´,Chinese,16.15,Weekend,3,33,20.0
1378,1477089,398930,RedFarm Broadway,Chinese,8.97,Weekend,Not given,21,16.0
1379,1476587,355713,TAO,Japanese,9.22,Weekend,5,26,25.0
1380,1478015,364714,Nobu Next Door,Japanese,8.97,Weekday,Not given,22,31.0
1381,1478023,243910,Nobu Next Door,Japanese,14.12,Weekend,3,30,19.0
1382,1476766,45837,Shake Shack,American,19.35,Weekend,4,21,29.0
1383,1477347,66636,Shake Shack,American,20.52,Weekend,Not given,31,26.0
1384,1478339,35643,Vanessa's Dumpling House,Chinese,18.43,Weekend,5,34,28.0
1385,1477647,359228,Yama Japanese Restaurant,Japanese,9.27,Weekend,Not given,23,29.0
1386,1477478,140757,Parm,Italian,12.47,Weekend,Not given,22,24.0
1387,1477180,154339,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.15,Weekday,Not given,21,24.0
1388,1478110,250494,Shake Shack,American,12.18,Weekend,Not given,23,16.0
1389,1476632,120385,Westville Hudson,American,9.51,Weekend,Not given,27,28.0
1390,1478352,142192,Otto Enoteca Pizzeria,Italian,12.18,Weekend,5,21,20.0
1391,1477079,49086,Jack's Wife Freda,Mediterranean,12.13,Weekend,4,33,23.0
1392,1477384,127445,Shake Shack,American,6.79,Weekend,4,35,30.0
1393,1477262,43636,Blue Ribbon Fried Chicken,American,12.08,Weekend,4,21,21.0
1394,1476602,88078,RedFarm Hudson,Chinese,13.92,Weekend,5,28,24.0
1395,1477741,46859,The Meatball Shop,Italian,6.84,Weekend,Not given,25,18.0
1396,1478370,57638,Grand Sichuan International,Chinese,25.27,Weekday,5,35,30.0
1397,1477232,275689,Nobu Next Door,Japanese,9.17,Weekend,Not given,24,15.0
1398,1477444,88075,Shake Shack,American,24.3,Weekday,4,33,30.0
1399,1478346,66498,Shake Shack,American,16.2,Weekday,Not given,27,30.0
1400,1477539,152675,Tres Carnes,Mexican,20.13,Weekend,Not given,35,18.0
1401,1477172,59749,Bareburger,American,19.35,Weekday,4,33,27.0
1402,1477418,387102,Vanessa's Dumplings,Chinese,14.02,Weekend,4,22,24.0
1403,1476937,142045,Shake Shack,American,22.36,Weekday,Not given,33,25.0
1404,1477962,59703,Big Daddy's,American,12.08,Weekend,5,22,16.0
1405,1477630,355090,Shake Shack,American,12.18,Weekday,Not given,26,27.0
1406,1477497,76942,Sarabeth's Restaurant,American,12.27,Weekend,5,24,24.0
1407,1477930,100065,Han Dynasty,Chinese,6.64,Weekend,Not given,25,29.0
1408,1476778,276192,Sushi of Gari Tribeca,Japanese,31.33,Weekday,Not given,34,26.0
1409,1477155,50563,J. G. Melon,American,6.06,Weekday,4,24,27.0
1410,1478139,107909,Shake Shack,American,24.2,Weekday,Not given,22,31.0
1411,1477317,61889,Parm,Italian,15.77,Weekend,4,27,18.0
1412,1476694,91105,Cafe Mogador,Middle Eastern,29.05,Weekend,4,27,30.0
1413,1476987,88078,RedFarm Hudson,Chinese,15.96,Weekend,3,21,18.0
1414,1476942,118975,Shake Shack,American,5.72,Weekend,Not given,34,17.0
1415,1477344,99621,Jack's Wife Freda,Mediterranean,5.67,Weekday,3,24,29.0
1416,1477813,260844,Byblos Restaurant,Middle Eastern,24.2,Weekend,Not given,32,20.0
1417,1477417,355759,Pinto Nouveau Thai Bistro,Thai,11.79,Weekend,5,21,27.0
1418,1476671,49620,Cafe Habana,Mexican,8.73,Weekday,3,27,28.0
1419,1477805,290313,RedFarm Broadway,Chinese,21.93,Weekend,Not given,22,22.0
1420,1477305,45846,The Meatball Shop,American,24.2,Weekend,5,21,30.0
1421,1477223,303548,J. G. Melon,American,22.26,Weekend,5,22,25.0
1422,1478394,106940,Blue Ribbon Sushi,Japanese,14.5,Weekday,3,34,24.0
1423,1477963,115519,Blue Ribbon Fried Chicken,American,12.23,Weekend,5,27,27.0
1424,1477861,125320,Shake Shack,American,20.57,Weekend,5,24,19.0
1425,1477201,332635,TAO,Japanese,16.05,Weekend,4,23,20.0
1426,1478253,67345,Parm,Italian,25.27,Weekend,5,28,16.0
1427,1476607,197633,Sushi of Gari 46,Japanese,7.38,Weekend,Not given,29,28.0
1428,1477540,341136,Blue Ribbon Sushi,Japanese,13.78,Weekend,4,32,23.0
1429,1478117,56642,Bareburger,American,22.85,Weekday,Not given,21,30.0
1430,1477515,95049,Sushi of Gari 46,Japanese,12.13,Weekend,Not given,31,24.0
1431,1477329,80737,RedFarm Broadway,Chinese,12.9,Weekday,3,29,29.0
1432,1477218,333216,Shake Shack,American,29.49,Weekend,5,20,24.0
1433,1476633,137565,Shake Shack,American,15.76,Weekend,5,20,25.0
1434,1476776,125123,Le Grainne Cafe,French,29.25,Weekend,5,27,24.0
1435,1477447,398952,Han Dynasty,Chinese,5.82,Weekend,Not given,26,24.0
1436,1477878,62730,Westville Hudson,American,21.88,Weekend,5,20,15.0
1437,1478122,96262,Cafe Habana,Mexican,9.51,Weekend,5,22,21.0
1438,1476601,270789,Vanessa's Dumplings,Chinese,15.09,Weekend,Not given,25,25.0
1439,1478206,108659,Osteria Morini,Italian,24.2,Weekday,3,28,28.0
1440,1478326,82901,Il Bambino,Italian,29.25,Weekend,4,34,29.0
1441,1477691,366327,Parm,Italian,16.44,Weekend,5,29,26.0
1442,1477845,127056,Blue Ribbon Sushi,Japanese,24.3,Weekday,5,21,33.0
1443,1478300,175703,The Meatball Shop,Italian,6.06,Weekend,Not given,20,27.0
1444,1478147,372415,Five Guys Burgers and Fries,American,12.18,Weekend,Not given,21,19.0
1445,1476719,77540,Parm,Italian,12.08,Weekend,3,25,28.0
1446,1476765,147519,Sushi of Gari Tribeca,Japanese,19.45,Weekend,4,25,15.0
1447,1476985,64370,The Meatball Shop,Italian,9.65,Weekend,Not given,29,16.0
1448,1478317,128216,Shake Shack,American,19.74,Weekday,4,35,32.0
1449,1477461,241719,Kori Restaurant and Bar,Korean,12.18,Weekday,4,26,26.0
1450,1477028,60052,RedFarm Broadway,Chinese,14.55,Weekend,5,28,20.0
1451,1477672,59742,J. G. Melon,American,6.07,Weekday,3,29,25.0
1452,1478307,365225,Sarabeth's Restaurant,American,15.91,Weekday,Not given,20,31.0
1453,1477971,210544,DespaÌ±a,Spanish,16.98,Weekend,Not given,20,22.0
1454,1477225,140530,Sushi of Gari 46,Japanese,25.22,Weekend,Not given,32,28.0
1455,1477146,49793,Yama Japanese Restaurant,Japanese,32.93,Weekend,5,29,17.0
1456,1477460,134058,The Meatball Shop,Italian,12.08,Weekday,5,33,25.0
1457,1477848,276192,12 Chairs,Middle Eastern,29.05,Weekday,5,28,32.0
1458,1478138,50323,Rubirosa,Italian,24.3,Weekend,Not given,30,26.0
1459,1476918,135769,Blue Ribbon Sushi,Japanese,18.04,Weekend,Not given,35,28.0
1460,1477935,378482,Lamarca Pasta,Italian,9.22,Weekend,Not given,23,19.0
1461,1477549,297130,L'Express,French,29.2,Weekend,5,21,29.0
1462,1476932,301032,Mission Cantina,Mexican,29.15,Weekend,Not given,31,26.0
1463,1477574,212326,RedFarm Broadway,Chinese,12.32,Weekday,Not given,30,27.0
1464,1477596,334596,Chipotle Mexican Grill $1.99 Delivery,Mexican,19.35,Weekend,Not given,25,22.0
1465,1477258,83287,Blue Ribbon Sushi Izakaya,Japanese,29.1,Weekend,Not given,32,26.0
1466,1477849,117033,P.J. Clarke's,American,29.2,Weekend,Not given,30,22.0
1467,1477328,342126,Parm,Italian,13.68,Weekend,4,33,21.0
1468,1478022,94152,Empanada Mama (closed),Mexican,11.88,Weekend,5,23,27.0
1469,1477284,40745,Parm,Italian,14.12,Weekend,3,28,22.0
1470,1477717,155555,Sushi of Gari 46,Japanese,16.06,Weekend,Not given,31,24.0
1471,1476926,349854,Cho Dang Gol,Korean,14.02,Weekend,Not given,25,20.0
1472,1477331,384390,El Parador Cafe,Mexican,24.2,Weekend,Not given,28,18.0
1473,1478284,139885,Blue Ribbon Fried Chicken,American,8.2,Weekend,5,34,17.0
1474,1477245,375585,TAO,Japanese,24.25,Weekend,Not given,31,27.0
1475,1477006,119465,Cafe Mogador,Middle Eastern,25.27,Weekday,5,30,25.0
1476,1477008,373750,Blue Ribbon Brooklyn,American,5.97,Weekday,4,32,24.0
1477,1477341,127122,RedFarm Broadway,Chinese,22.36,Weekend,Not given,24,27.0
1478,1477967,101241,Empanada Mama (closed),Mexican,24.3,Weekday,Not given,25,24.0
1479,1477208,365244,Bareburger,American,12.13,Weekend,5,32,26.0
1480,1478050,54189,Nobu Next Door,Japanese,19.4,Weekend,Not given,28,29.0
1481,1476699,56722,The Meatball Shop,Italian,12.23,Weekend,5,35,22.0
1482,1477451,125262,Rubirosa,Italian,8.54,Weekend,Not given,34,28.0
1483,1477179,52832,L'Express,French,24.2,Weekday,Not given,28,24.0
1484,1477313,395616,Parm,Italian,8.59,Weekday,5,32,33.0
1485,1477074,317904,Rubirosa,Italian,31.67,Weekend,Not given,25,15.0
1486,1478051,139639,Sushi of Gari 46,Japanese,24.3,Weekend,3,29,23.0
1487,1477071,78939,Nobu Next Door,Japanese,29.05,Weekend,5,33,29.0
1488,1478368,64153,Burger Joint,American,12.13,Weekday,5,31,33.0
1489,1476859,62667,Sarabeth's Restaurant,American,12.23,Weekend,4,26,24.0
1490,1478393,80795,Tamarind TriBeCa,Indian,16.44,Weekend,5,23,24.0
1491,1477345,339144,The Meatball Shop,Italian,5.05,Weekend,Not given,29,19.0
1492,1476707,144133,Shake Shack,American,22.75,Weekday,4,21,27.0
1493,1477064,134058,The Meatball Shop,Italian,16.98,Weekend,Not given,32,30.0
1494,1477543,59105,Sushi of Gari 46,Japanese,12.13,Weekend,5,27,20.0
1495,1476680,44472,Blue Ribbon Sushi Izakaya,Japanese,12.08,Weekend,3,35,15.0
1496,1476816,344079,Olea,Mediterranean,12.23,Weekend,4,29,24.0
1497,1477589,214028,Boqueria,Spanish,29.05,Weekend,4,24,24.0
1498,1477899,165485,Parm,Italian,8.68,Weekend,Not given,20,19.0
1499,1478043,264707,The Meatball Shop,Italian,29.2,Weekend,5,29,23.0
1500,1476665,41246,Shake Shack,American,24.2,Weekend,Not given,25,24.0
1501,1477298,361728,The Meatball Shop,Italian,29.05,Weekend,4,32,19.0
1502,1476793,77339,Rubirosa,Italian,9.17,Weekend,4,27,25.0
1503,1477396,140998,Boqueria,Spanish,13.0,Weekend,5,26,24.0
1504,1477477,78560,The Meatball Shop,Italian,11.69,Weekend,4,35,16.0
1505,1476963,296805,Blue Ribbon Fried Chicken,American,13.0,Weekday,4,33,29.0
1506,1477733,376499,Lucky Strike,American,29.25,Weekend,4,21,21.0
1507,1477627,359699,RedFarm Hudson,Chinese,7.03,Weekday,5,32,24.0
1508,1477718,42755,Blue Ribbon Sushi,Japanese,16.11,Weekend,5,22,26.0
1509,1477167,76907,Han Dynasty,Chinese,14.8,Weekday,4,23,25.0
1510,1477766,186473,Blue Ribbon Sushi,Japanese,19.45,Weekday,Not given,22,27.0
1511,1477386,221394,The Meatball Shop,Italian,8.83,Weekday,Not given,31,25.0
1512,1478176,240982,Rubirosa,Italian,29.1,Weekend,5,28,16.0
1513,1476818,195927,Boqueria,Spanish,29.1,Weekend,Not given,28,19.0
1514,1477435,154030,Hatsuhana,Japanese,29.49,Weekend,4,22,23.0
1515,1478086,81333,Shake Shack,American,9.07,Weekend,Not given,24,16.0
1516,1477465,361220,Carmine's,Italian,21.93,Weekend,5,20,28.0
1517,1477412,146489,Paul & Jimmy's,Italian,16.05,Weekend,Not given,33,15.0
1518,1476550,101347,The Loop,Japanese,16.98,Weekend,5,26,27.0
1519,1477361,115419,Shake Shack,American,12.13,Weekday,Not given,34,26.0
1520,1477131,270525,The Smile,American,12.13,Weekend,4,29,24.0
1521,1477745,59017,TAO,Japanese,12.66,Weekday,Not given,29,29.0
1522,1477683,279715,RedFarm Hudson,Chinese,21.34,Weekend,Not given,23,17.0
1523,1476592,67844,The Smile,American,14.94,Weekend,Not given,27,22.0
1524,1477687,72757,Jack's Wife Freda,Mediterranean,12.13,Weekend,5,21,19.0
1525,1476857,220186,Blue Ribbon Fried Chicken,American,12.23,Weekday,5,33,26.0
1526,1478325,399373,Shake Shack,American,29.1,Weekday,4,29,24.0
1527,1477744,58675,Pinto Nouveau Thai Bistro,Thai,17.08,Weekend,Not given,23,16.0
1528,1478025,99312,Pylos,Mediterranean,14.02,Weekday,3,30,29.0
1529,1478171,316402,The Meatball Shop,American,14.5,Weekend,5,25,22.0
1530,1477268,375585,TAO,Japanese,6.69,Weekend,5,22,28.0
1531,1476780,319773,Vezzo Thin Crust Pizza,Italian,12.13,Weekend,5,34,26.0
1532,1476594,94480,TAO,Japanese,12.17,Weekend,5,22,16.0
1533,1477830,61212,Tamarind TriBeCa,Indian,15.77,Weekend,5,25,29.0
1534,1477725,105754,Momoya,Japanese,12.18,Weekend,4,26,25.0
1535,1476922,66373,Balthazar Boulangerie,French,12.18,Weekend,3,24,29.0
1536,1478266,297413,The Meatball Shop,Italian,16.1,Weekend,Not given,20,15.0
1537,1478377,399584,The Meatball Shop,Italian,6.4,Weekend,Not given,23,20.0
1538,1476880,216258,Momoya,Japanese,9.41,Weekend,5,26,20.0
1539,1476721,131645,The Meatball Shop,Italian,12.08,Weekend,Not given,23,23.0
1540,1477793,318451,Blue Ribbon Sushi,Japanese,8.54,Weekday,4,22,26.0
1541,1478322,57943,RedFarm Broadway,Chinese,24.25,Weekday,5,25,25.0
1542,1477065,43636,The Meatball Shop,American,7.28,Weekday,5,20,29.0
1543,1477670,235818,Shake Shack,American,6.01,Weekday,5,23,30.0
1544,1476674,318689,Olive Garden,Italian,16.1,Weekday,Not given,24,29.0
1545,1478212,57878,Dos Caminos,Mexican,11.59,Weekend,Not given,33,22.0
1546,1477632,76942,Sarabeth's Restaurant,American,29.15,Weekday,Not given,20,26.0
1547,1478083,91817,Lucky's Famous Burgers,American,5.77,Weekend,4,21,20.0
1548,1477484,143984,Blue Ribbon Fried Chicken,American,6.79,Weekend,3,28,27.0
1549,1477710,376578,Shake Shack,American,5.92,Weekday,5,34,24.0
1550,1477307,141732,Cho Dang Gol,Korean,5.77,Weekend,5,21,17.0
1551,1478062,109107,Burger Joint,American,15.72,Weekend,4,31,30.0
1552,1476865,297232,Empanada Mama (closed),Mexican,31.38,Weekend,5,24,18.0
1553,1476621,282699,RedFarm Hudson,Chinese,19.35,Weekend,Not given,30,24.0
1554,1476957,54630,V-Nam Cafe,Vietnamese,12.08,Weekend,Not given,31,19.0
1555,1477611,130820,Nobu Next Door,Japanese,15.13,Weekday,Not given,21,30.0
1556,1477775,142461,Shake Shack,American,29.25,Weekend,4,25,19.0
1557,1478007,113238,Boqueria,Spanish,24.25,Weekend,Not given,28,18.0
1558,1477629,198936,Five Leaves,American,12.13,Weekend,Not given,23,15.0
1559,1476737,94766,Nobu Next Door,Japanese,12.23,Weekday,5,31,29.0
1560,1477868,27609,Blue Ribbon Sushi Bar & Grill,Japanese,15.81,Weekend,Not given,21,25.0
1561,1478185,97079,Benihana,Japanese,5.77,Weekend,Not given,22,22.0
1562,1477567,175290,The Meatball Shop,Italian,9.17,Weekend,Not given,30,30.0
1563,1478251,99621,Jack's Wife Freda,Mediterranean,12.47,Weekend,5,34,20.0
1564,1478079,54608,Tamarind TriBeCa,Indian,25.22,Weekend,5,30,26.0
1565,1478144,155124,The Meatball Shop,Italian,33.03,Weekend,5,30,16.0
1566,1476615,338599,RedFarm Hudson,Chinese,29.44,Weekday,4,29,32.0
1567,1478419,118776,Blue Ribbon Sushi Bar & Grill,Japanese,15.96,Weekend,5,31,20.0
1568,1476920,36118,RedFarm Broadway,Chinese,12.13,Weekend,4,20,19.0
1569,1477786,145389,RedFarm Hudson,Chinese,4.75,Weekend,3,23,25.0
1570,1476924,153048,Shake Shack,American,21.83,Weekend,Not given,28,23.0
1571,1476547,83095,Bareburger,American,6.84,Weekend,5,22,24.0
1572,1477561,183704,The Meatball Shop,Italian,6.74,Weekend,Not given,30,25.0
1573,1477422,64401,The Meatball Shop,Italian,16.54,Weekday,5,32,24.0
1574,1477436,88853,RedFarm Hudson,Chinese,29.29,Weekend,4,27,21.0
1575,1478353,369809,Momoya,Japanese,12.23,Weekday,3,32,24.0
1576,1477086,164529,Blue Ribbon Sushi,Japanese,17.08,Weekday,5,35,29.0
1577,1477688,101285,Blue Ribbon Sushi,Japanese,12.13,Weekend,4,35,28.0
1578,1477011,309983,S'MAC,American,12.61,Weekday,Not given,34,24.0
1579,1477695,302131,Rubirosa,Italian,24.2,Weekend,Not given,33,28.0
1580,1476608,297674,Burger Joint,American,7.81,Weekend,3,33,24.0
1581,1478375,214028,Boqueria,Spanish,22.85,Weekend,5,28,30.0
1582,1476965,276192,Delicatessen,American,24.2,Weekend,4,21,19.0
1583,1476757,115610,12 Chairs,Middle Eastern,14.12,Weekend,Not given,31,27.0
1584,1476611,300003,Grand Sichuan International,Chinese,12.23,Weekend,Not given,24,28.0
1585,1477055,77544,Bareburger,American,14.12,Weekend,4,26,19.0
1586,1477949,385023,Rubirosa,Italian,24.35,Weekend,3,30,28.0
1587,1477406,154022,Blue Ribbon Sushi Bar & Grill,Japanese,16.74,Weekend,4,22,20.0
1588,1478118,101285,Blue Ribbon Sushi,Japanese,9.85,Weekend,3,24,15.0
1589,1477352,100148,Sushi of Gari,Japanese,9.31,Weekend,5,31,22.0
1590,1478276,352827,Shake Shack,American,17.03,Weekend,Not given,21,28.0
1591,1477837,93133,Nobu Next Door,Japanese,12.08,Weekend,Not given,21,19.0
1592,1476781,333449,Shake Shack,American,12.13,Weekday,Not given,22,25.0
1593,1476879,259341,Blue Ribbon Fried Chicken,American,8.39,Weekend,4,26,17.0
1594,1477383,174796,Xi'an Famous Foods,Chinese,6.64,Weekend,Not given,35,19.0
1595,1477534,155124,The Meatball Shop,Italian,9.22,Weekend,Not given,30,19.0
1596,1477111,127149,P.J. Clarke's,American,31.33,Weekend,4,26,19.0
1597,1477818,144352,Shake Shack,American,22.36,Weekend,4,27,27.0
1598,1477249,351561,The Kati Roll Company,Indian,20.13,Weekday,Not given,24,31.0
1599,1477095,196355,Shake Shack,American,13.1,Weekday,Not given,20,28.0
1600,1477379,145962,Joe's Shanghai _Àü£¾÷´,Chinese,22.31,Weekday,3,27,31.0
1601,1477128,354016,Waverly Diner,American,14.94,Weekend,Not given,28,28.0
1602,1478125,49104,Shake Shack,American,16.15,Weekday,4,20,26.0
1603,1477707,133330,Blue Ribbon Fried Chicken,American,25.27,Weekend,5,29,28.0
1604,1478191,390232,Friend of a Farmer,American,9.7,Weekend,Not given,35,22.0
1605,1476614,138462,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekday,5,21,29.0
1606,1477105,67844,The Smile,American,9.17,Weekday,5,26,28.0
1607,1477124,270789,Vanessa's Dumplings,Chinese,9.51,Weekend,Not given,31,23.0
1608,1476980,117810,Momoya,Japanese,6.02,Weekend,5,28,20.0
1609,1477162,42755,Blue Ribbon Fried Chicken,American,15.72,Weekend,4,25,19.0
1610,1476754,229946,Balthazar Boulangerie,French,21.25,Weekend,Not given,25,20.0
1611,1477260,229946,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekend,4,27,25.0
1612,1478297,180618,Bareburger,American,24.2,Weekend,5,27,24.0
1613,1476792,346280,Saravanaa Bhavan,Indian,9.17,Weekday,Not given,24,29.0
1614,1477554,72726,Shake Shack,American,11.69,Weekend,Not given,31,28.0
1615,1477820,41746,Schnipper's Quality Kitchen,American,25.22,Weekend,4,33,18.0
1616,1478291,385134,RedFarm Broadway,Chinese,31.87,Weekend,5,27,18.0
1617,1477628,83287,Blue Ribbon Sushi Izakaya,Japanese,9.22,Weekend,Not given,28,15.0
1618,1478038,45164,Shake Shack,American,12.18,Weekend,Not given,31,28.0
1619,1478356,62540,Blue Ribbon Sushi,Japanese,16.44,Weekend,Not given,22,18.0
1620,1477952,371117,Shake Shack,American,13.1,Weekend,4,30,29.0
1621,1476992,85782,Vezzo Thin Crust Pizza,Italian,12.13,Weekend,Not given,27,15.0
1622,1478040,47280,Sushi of Gari Tribeca,Japanese,12.13,Weekday,5,22,26.0
1623,1477905,164626,The Meatball Shop,Italian,15.57,Weekend,4,20,24.0
1624,1477658,80795,Tamarind TriBeCa,Indian,14.02,Weekday,Not given,20,25.0
1625,1477918,62912,Yama Japanese Restaurant,Japanese,24.25,Weekday,Not given,23,30.0
1626,1477562,93113,The Odeon,American,6.69,Weekend,4,30,20.0
1627,1476847,114085,The Meatball Shop,Italian,24.3,Weekend,4,29,15.0
1628,1477081,222734,Shake Shack,American,24.25,Weekday,Not given,23,30.0
1629,1476604,126798,Cafe Mogador,Middle Eastern,19.45,Weekday,4,23,29.0
1630,1478016,154471,Yama Japanese Restaurant,Japanese,9.65,Weekend,5,24,16.0
1631,1477087,206039,Shake Shack,American,12.66,Weekend,5,25,15.0
1632,1476706,327651,Hunan Manor,Chinese,5.72,Weekday,5,31,26.0
1633,1477906,66012,Sushi of Gari Tribeca,Japanese,19.02,Weekend,5,27,29.0
1634,1478381,111909,Ravagh Persian Grill,Middle Eastern,16.06,Weekend,Not given,28,21.0
1635,1478142,114085,Hatsuhana,Japanese,29.15,Weekend,3,33,28.0
1636,1477654,301032,Blue Ribbon Fried Chicken,American,12.13,Weekend,5,25,29.0
1637,1477965,384411,Shake Shack,American,19.45,Weekday,3,24,29.0
1638,1476960,45577,Parm,Italian,21.83,Weekday,Not given,23,32.0
1639,1478134,82041,Sushi of Gari Tribeca,Japanese,21.83,Weekday,Not given,34,30.0
1640,1477588,286386,5 Napkin Burger,American,29.05,Weekend,3,26,21.0
1641,1477897,79507,The Meatball Shop,Italian,12.56,Weekday,Not given,31,32.0
1642,1477217,139639,Sushi of Gari 46,Japanese,29.15,Weekday,Not given,32,32.0
1643,1476772,149984,Sushi of Gari,Japanese,12.13,Weekday,5,29,26.0
1644,1478167,88078,RedFarm Hudson,Chinese,12.23,Weekday,Not given,20,25.0
1645,1477101,81828,The Meatball Shop,American,14.55,Weekend,5,21,30.0
1646,1477665,231061,Han Dynasty,Chinese,34.19,Weekday,Not given,21,31.0
1647,1477103,342515,Five Guys Burgers and Fries,American,19.45,Weekend,5,22,23.0
1648,1477880,114410,The Meatball Shop,Italian,14.6,Weekend,5,21,23.0
1649,1477346,235620,Shake Shack,American,5.53,Weekday,4,28,26.0
1650,1477157,92006,Blue Ribbon Sushi Bar & Grill,Japanese,10.82,Weekend,Not given,25,24.0
1651,1477886,241310,Blue Ribbon Sushi,Japanese,32.93,Weekday,3,34,31.0
1652,1477442,184325,Asuka Sushi,Japanese,19.45,Weekend,5,23,23.0
1653,1477434,77857,Shake Shack,American,29.15,Weekend,5,20,21.0
1654,1477303,92768,Sushi of Gari 46,Japanese,19.35,Weekday,Not given,28,24.0
1655,1477423,80466,J. G. Melon,American,14.6,Weekend,5,32,24.0
1656,1478424,304052,Parm,Italian,11.59,Weekday,5,35,29.0
1657,1476571,334758,Melt Shop,American,29.15,Weekend,4,26,17.0
1658,1477034,259341,J. G. Melon,American,29.05,Weekend,Not given,26,28.0
1659,1477673,132906,Sushi of Gari 46,Japanese,22.46,Weekday,Not given,21,29.0
1660,1478061,64151,Jack's Wife Freda,Mediterranean,16.01,Weekday,Not given,28,33.0
1661,1476901,391860,Lucky's Famous Burgers,American,11.59,Weekend,5,26,23.0
1662,1478113,74048,ilili Restaurant,Middle Eastern,25.22,Weekday,4,32,25.0
1663,1477986,115213,Junoon,Indian,22.75,Weekend,5,29,28.0
1664,1477770,59742,J. G. Melon,American,7.33,Weekday,Not given,31,30.0
1665,1478420,104355,Momoya,Japanese,15.81,Weekend,5,25,15.0
1666,1477252,96262,Cafe Habana,Mexican,8.1,Weekend,Not given,20,16.0
1667,1476883,354948,Westville Hudson,American,16.01,Weekend,5,20,18.0
1668,1478442,378035,Five Guys Burgers and Fries,American,29.73,Weekend,5,21,25.0
1669,1477898,68248,J. G. Melon,American,10.43,Weekday,5,35,29.0
1670,1477476,276192,Delicatessen,American,32.93,Weekend,4,30,18.0
1671,1477520,178158,Chipotle Mexican Grill $1.99 Delivery,Mexican,31.33,Weekend,4,35,21.0
1672,1477652,99393,Parm,Italian,10.14,Weekday,Not given,24,28.0
1673,1478205,65361,Coppola's East,Italian,13.05,Weekend,Not given,32,16.0
1674,1477751,385134,RedFarm Broadway,Chinese,16.2,Weekend,5,29,18.0
1675,1477021,231453,Mamoun's Falafel,Mediterranean,14.46,Weekend,Not given,20,29.0
1676,1476959,65007,Serafina Fabulous Pizza,Italian,19.5,Weekday,5,22,33.0
1677,1476687,61722,Blue Ribbon Sushi,Japanese,14.5,Weekend,Not given,28,28.0
1678,1477798,378035,Five Guys Burgers and Fries,American,13.0,Weekend,4,29,27.0
1679,1476938,164776,TAO,Japanese,25.27,Weekday,Not given,33,30.0
1680,1477022,61588,Blue Ribbon Sushi,Japanese,12.08,Weekend,4,33,22.0
1681,1477077,40808,Shake Shack,American,12.18,Weekend,4,27,23.0
1682,1478361,371117,Shake Shack,American,29.1,Weekend,5,26,24.0
1683,1477407,123535,RedFarm Hudson,Chinese,12.61,Weekend,5,31,22.0
1684,1477207,58088,Sushi of Gari 46,Japanese,12.18,Weekday,Not given,24,26.0
1685,1477122,97806,Shake Shack,American,8.63,Weekend,Not given,33,19.0
1686,1477199,154471,Yama Japanese Restaurant,Japanese,9.02,Weekday,3,25,33.0
1687,1478060,97346,Osteria Morini,Italian,9.51,Weekend,Not given,22,26.0
1688,1478074,41638,Blue Ribbon Fried Chicken,American,29.05,Weekend,5,30,29.0
1689,1477614,255697,Sushi Samba,Japanese,14.02,Weekend,Not given,30,29.0
1690,1477181,302790,Carmine's,Italian,29.05,Weekday,Not given,33,32.0
1691,1477454,210544,DespaÌ±a,Spanish,16.06,Weekend,5,21,17.0
1692,1476870,94524,The Meatball Shop,Italian,24.3,Weekend,5,28,25.0
1693,1477759,68551,Blue Ribbon Sushi Bar & Grill,Japanese,12.13,Weekend,Not given,21,29.0
